ItemID,Name,Processor,RAM GB,Hard Drive,Graphics,Brand,Item Weight,Processor Brand,Memory Type,Hard Drive Interface,Sellers Rank,Date First Available,Rating,Price,Error
3412,"MSI Infinite X Plus 9SF-270US Enthusiast (i9-9900K, 64GB RAM, 4TB NVMe SSD + 2TB HDD, NVIDIA RTX 2080Ti 11GB, Windows 10 Pro) Gaming Desktop",Intel Core i7,64,2 TB,NVIDIA GeForce RTX 2080 Ti,EXcaliberPC,26.46 lbs,Intel,,Serial ATA,"83,784",5-Mar-19,"Be the first to review this item  
0.0","4,375.00",
3413,Adamant Custom 32X-Core Liquid Cooled Workstation Desktop Computer AMD Ryzen Threadripper 2990WX 3.0GHz Asus Rog Strix X399 128Gb DDR4 10TB HDD 2TB NVMe SSD 1000W PSU Nvidia GTX Titan V Volta 12Gb,3.2 GHz Intel Core i7,64,6000 GB HDD 5400 rpm,NVIDIA GeForce GTX 1070,CyberpowerPC,32 pounds,Intel,SODIMM,Serial ATA,,10-Apr-19,"Be the first to review this item  
0.0","2,399.99",
3414,Custom Gaming Tower Intel Quad Core i7 3.4GHz Windows 7 Pro / 24GB RAM/New 2TB HDD/WiFi/Desktop Computer PC + 1GB HDMI NVIDIA,Core i7-2600,24,2 TB mechanical_hard_drive,—,Quality Refurbished Computers,—,Intel,DDR3 SDRAM,ATA,"84,150",30-Aug-17,"Be the first to review this item  
0.0",649.95,
3415,Custom Gaming Desktop/Intel Quad Core i7 3.4GHz Windows 7 Pro / 24GB RAM/New 512GB Solid State Drive SSD/WiFi/Desktop Computer + 1GB HDMI NVIDIA,Core i7-2600,24,512 GB flash_memory_solid_state,—,Quality Refurbished Computers,—,Intel,DDR3 SDRAM,ATA,"157,058",30-Aug-17,"Be the first to review this item  
0.0",729.95,
3416,Custom Gaming Tower Intel Quad Core i7 3.4GHz Windows 10 Pro / 12GB RAM/New 2TB HDD/WiFi/Desktop Computer PC + 1GB HDMI NVIDIA,Core i7-2600,12,2 TB mechanical_hard_drive,—,Quality Refurbished Computers,—,Intel,DDR3 SDRAM,ATA,"44,028",30-Aug-17,"Be the first to review this item  
0.0",564.95,
3417,Adamant Custom 8X-Core Liquid Cooled Workstation Gaming Desktop Computer Intel Core i9 9900K 3.6Ghz 16Gb DDR4 RAM 4TB HDD 2TB SSD 750W PSU Wi-Fi Nvidia Geforce RTX 2080 8Gb,Core i9,16,6 TB,NVIDIA GeForce RTX 2080,ADAMANT CUSTOM,—,Intel,SDRAM,Serial ATA-600,"108,018",18-Feb-19,"Be the first to review this item  
0.0","2,929.99",
3418,"ReCircuit Optiplex 9010 Desktop PC - Intel Core i7 3.8GHz, 32GB DDR3, 2X New 500GB SSD in RAID1 (Mirror Backup), Windows 10 Pro 64-Bit, WiFi, USB 3.0, DVDRW, 2X Display Port (Prepared by ReCircuit)",Intel Core i7,32,500 GB SSD,integrated,ReCircuit,15 lbs,Intel,DDR3 SDRAM,Solid State,"98,214",18-Jul-18,"Be the first to review this item  
0.0","1,066.99",
3419,"Dell Optiplex 7010 Tower Computer PC, Intel Core i5 3.2GHz, 16 GB Ram, 500 GB SSD, DVD-RW, HDMI, WiFi (Upgrades Available) Windows 10 Pro with CD (Renewed) 1 GB Graphics Card",Intel Core i5,16,480 GB SSD,AMD 1 GB Video Card (DVI + D.P),Dell,18.2 lbs,Intel,SODIMM,Solid State,"27,781",22-Jun-17,"Be the first to review this item  
0.0",299.99,
3420,"2019 Flagship Lenovo IdeaCentre 720 Business Desktop, AMD Quad-Core Ryzen 5 1400 up to 3.4GHz AMD Radeon R5 340 Graphics 4GB DDR4 128GB SSD DVD-RW 802.11ac Bluetooth 4.0 Keyboard&Mouse Win 10",AMD R Series,4,128 GB SSD,AMD Radeon R5,Lenovo,—,AMD,DDR SDRAM,Solid State,,18-Dec-18,"Be the first to review this item  
0.0",449,
3421,Custom Gaming Tower Intel Quad Core i7 3.4GHz Windows 10 Pro / 16GB RAM/New Huge 2TB HDD/WiFi/Desktop Computer PC + 1GB HDMI NVIDIA,Core i7-2600,16,2 TB mechanical_hard_drive,—,Quality Refurbished Computers,—,Intel,DDR3 SDRAM,ATA,"58,265",30-Aug-17,3,589.95,
3422,SFF Desktop PC Optiplex Intel i5-Quad Core 3.1GHz CPU 12GB DDR3 RAM New 1TB HDD Windows 10 Pro + MS Office WiFi DVD-RW,Intel Core i5,12,1 TB mechanical_hard_drive,—,Quality Refurbished Computers,—,Intel,DDR3 SDRAM,ATA,"35,848",22-Nov-16,"Be the first to review this item  
0.0",469.95,
3423,"Microtel Computer AM8066 Liquid Cooling PC Gaming Desktop Computer with Intel 3.7GHz i7 8700K, 32GB DDR4, 2TB 7200RPM, BluRay, Nvidia Geforce 1080 GTX 8GB GDDR5 Video, 1000 Watt PS, WiFi",Intel Core i7,32,,Intel UHD Graphics 630,,35 lbs,Intel,,,,,"Be the first to review this item  
0.0","3,099.99",
3424,"Dell OP5060SFF9DT90 OptiPlex 5060 SFF Desktop Computer with Intel Core i5-8500 3 GHz Hexa-core, 8GB RAM, 128GB SSD",Intel Core i5,8,Flash Memory Solid State,Integrated Graphics,Dell,11.57 lbs,Intel,,Serial ATA,"27,231",21-Jun-18,"Be the first to review this item  
0.0",765.98,
3425,"CYBERPOWERPC Gamer Xtreme GXi11100CPG Gaming PC (Intel i5-9600K 3.7GHz, 8GB DDR4, NVIDIA GeForce GTX 1060 3GB, 240GB SSD, 1TB HDD, WiFi & Win 10 Home) White",—,8,1024 GB 7200 RPM SATA III,NVIDIA GeForce GTX 1060,CyberpowerPC,32 lbs,Intel,GDDR5,Serial ATA-600,"25,535",19-Aug-18,3.9,899,
3426,"CYBERPOWERPC Gamer Supreme Liquid Cool SLC10000CPG Gaming PC (i7-9700K 3.6GHz, 16GB DDR4, NVIDIA GeForce RTX 2060 6GB, 240GB SSD, 2TB HDD, WiFi & Win 10 Home) Black",—,16,2048 GB 7200 RPM SATA III,NVIDIA GeForce RTX 2060,CyberpowerPC,32 lbs,Intel,GDDR5,Serial ATA-600,"31,220",19-Aug-18,5,"1,870.83",
3427,"Dell OP7060SFFDF5J2 OptiPlex 7060 SFF Desktop Computer with Intel Core i7-8700 3.2 GHz Hexa-core, 8GB RAM, 500GB HDD",Intel Core i7,8,500 GB Mechanical Hard Drive,AMD Radeon R5,Dell,11.6 lbs,Intel,,Serial ATA,"143,424",25-Jun-18,1,949,
3428,HP Compaq Elite 8300 SFF Business Desktop PC - D8C18UT,Intel Core i3,,500 GB,Intel HD Graphics 2500,HP,16.76 lbs,Intel,DDR3 SDRAM,Serial ATA,"50,052",3-Apr-13,5,128,
3429,Custom Gaming Tower Intel Quad Core i5 3.1GHz Windows 7 Pro / 12GB RAM/New 1TB HDD/WiFi/Desktop Computer PC + 1GB HDMI NVIDIA,Core i5-2300,12,1 TB mechanical_hard_drive,—,Quality Refurbished Computers,—,Intel,DDR3 SDRAM,ATA,"66,002",30-Aug-17,"Be the first to review this item  
0.0",494.95,
3430,"Dell OptiPlex 7050 Micro Form Factor Desktop Computer, Intel Core i5-7500T, 8GB DDR4, 128GB Solid State Drive, Windows 10 Pro (XXYMX)",Intel Core i5-7500T Processor,8,Flash Memory Solid State,Intel Integrated Graphics,Dell,—,Intel,,,"33,258",11-Feb-17,5,825,
3431,"Dell XPS 8910 Special Silver Desktop - Intel i7-6700 6th Gen Quad-Core Skylake up to 4.0 GHz, 16GB DDR4 Memory, 1TB SATA Hard Drive, 2GB Nvidia GTX 750Ti, DVD Burner, Windows 10",Intel Core i7,16,1 TB HDD 7200 rpm,NVIDIA GeForce GTX 750 Ti,Dell,—,Intel,DDR3 SDRAM,Serial ATA,"43,634",30-Mar-17,4,"1,079.99",
3432,Adamant Custom Liquid Cooled Professional Workstation Desktop Computer AMD Threadripper 2990WX 3.0GHz Asus Rog Strix X399 128Gb DDR4 RAM 4TB HDD 1TB SSD 1000W PSU Wi-Fi Nvidia Titan RTX 24Gb,AMD R Series,128,5 TB,dedicated,ADAMANT CUSTOM,,AMD,SDRAM,Serial ATA-600,,20-Jan-19,"Be the first to review this item  
0.0","7,299.99",
3433,"HP Pavilion Desktop 550-126 i5-6400 2.7GHz 12GB 1TB DVDRW W10 64-Bit, Silver, Large",Core i5 6400,12,1 TB mechanical_hard_drive,Intel HD Graphics 530,HP,16 lbs,Intel,DDR3 SDRAM,Serial ATA,"30,031",6-Jan-16,3.9,649,
3434,"CYBERPOWERPC Syber Magna SMG9DX Gaming PC (Liquid Cool Intel i7-9700K 3.6GHz, 8GB DDR4, NVIDIA GeForce RTX 2060 6GB, 480GB SSD, 1TB HDD, WiFi & Win 10 Home) Black",Intel Core i7,8,1 TB Mechanical Hard Drive,NVIDIA GeForce RTX 2060,CyberpowerPC,—,Intel,DDR4 SDRAM,Serial ATA-600,"88,144",22-Jan-19,1,"1,349.00",
3435,"iBUYPOWER Gaming Desktop PC AM045i Intel i7-8700k 6-Core 3.7 GHz, NVIDIA Geforce RTX 2080 Ti 11GB, 32GB RAM, 1TB HDD,480GB SSD, Liquid Cooling, 802.11AC WiFi, Win 10, RGB Case, VR Ready",None,32,1000 GB Mechanical Hard Drive,NVIDIA GeForce RTX 2080 Ti,iBUYPOWER,30 lbs,Intel,,Serial ATA,"101,186",19-Aug-18,"Be the first to review this item  
0.0","3,497.98",
3436,"Dell XPS 8930 Tower Desktop - 8th Gen. Intel Core i7-8700 6-Core up to 4.60 GHz, 16GB DDR4 Memory, 512GB SSD + 2TB SATA Hard Drive, 4GB Nvidia GeForce GTX 1050Ti, DVD Burner, Windows 10, Black",Intel Core i7,16,2512 GB SSD + HDD 7200 rpm,NVIDIA GeForce GTX,Dell,22 lbs,Intel,DDR SDRAM,Solid State,"4,187",16-Nov-17,3.7,"1,199.00",
3437,Adamant Custom Liquid Cooled Gaming Desktop Computer PC Intel Core i7 9700K 3.6Ghz 32Gb DDR4 4TB HDD 500Gb SSD Nvidia GeForce RTX 2080 8Gb,Intel Core i7,32,4 TB mechanical_hard_drive,NVIDIA GeForce RTX 2080,ADAMANT CUSTOM,—,Intel,SDRAM,Serial ATA-600,"148,447",2-Nov-18,"Be the first to review this item  
0.0","2,499.99",
3438,"OMEN X by HP Gaming Desktop Computer, Intel Core i7-7700K, AMD Radeon RX 480, 8GB RAM, 2TB Hard Drive, 256GB SSD, Windows 10 (900-110, Black)",8032,8,256 GB Hybrid Drive,AMD Radeon RX 480,HP,62 lbs,Intel,GDDR5,Solid State,"66,598",4-Feb-17,3.4,"2,199.73",
3439,"CyberpowerPC GMA550 Gamer Master Intel 3.5 GHz Desktop, 8 GB RAM, Windows 10 Home",8032,8,2048 GB SATA III 7200RPM,GeForce® GTX 1060,CyberpowerPC,—,"CYBERPOWERPC Gamer Master GMA550 Desktoop Gaming PC (AMD Ryzen 3 2200G 3.5GHz, 8GB DDR4, NVIDIA GeForce GTX 1060 3GB, 2TB HDD, 802.11 AC WiFi PCI-E Card & Win 10)White",GDDR5,Serial ATA,"40,273",12-Feb-18,"Be the first to review this item  
0.0",899.99,
3440,"2019 Dell XPS 8930 Tower Gaming VR Ready Desktop Computer, Intel Hexa-Core i7-8700 up to 4.6GHz, 16GB DDR4, 1TB HDD, Nvidia GeForce GT 1030, DVDRW, USB 3.0, 802.11ac WiFi, Bluetooth 4.0, Windows 10",Intel Core i7,4,1000 GB mechanical_hard_drive,Intel HD Graphics 530,Dell,7.2 ounces,Intel,,eSATA,"16,361",18-Jan-16,1.7,879,
3441,"CYBERPOWERPC Gamer Supreme Liquid Cool SLC9120CPG Gaming PC (AMD Ryzen 7 2700X 3.7GHz, 32GB DDR4, NVIDIA GeForce RTX 2080 8GB, 480GB SSD, 3TB HDD, 802.11AC WiFi & Win 10 Home) Black",AMD Ryzen 7,32,3072 GB Hybrid Drive,NVIDIA GeForce RTX 2080,CyberpowerPC,32 lbs,AMD,,Serial ATA-600,"50,706",19-Aug-18,"Be the first to review this item  
0.0","2,269.00",
3442,"i7 Quad CORE - Gaming Desktop Computer PC - GTX 1050, i7-860, 8GB, 240GB Fast SSD, Win 10 Home - Wireless RGB Fans 26 Modes!! (Bronze Gamer)",Core i7-860,8,1 TB flash_memory_solid_state,NVIDIA GeForce GTX 1050,GameTek,—,Intel,DDR3 SDRAM,Serial ATA-300,"37,993",14-Feb-19,"Be the first to review this item  
0.0",579.99,
3443,"Dell XPS 8930 Special Edition Tower Desktop - 9th Gen Intel 8-Core i7-9700K Processor up to 4.9 GHz, 32GB Memory, 1TB SSD + 3TB Hard Drive, Intel UHD 630 Graphics, DVD Burner, Windows 10 Pro, Silver",Intel Core i7,32,4000 GB SSD + HDD 7200 rpm,Intel UHD Graphics,Dell,22 lbs,Intel,DDR SDRAM,Serial ATA,"60,588",4-Mar-19,"Be the first to review this item  
0.0","1,889.99",
3444,"Dell OptiPlex 3060 SFF Desktop Computer with Intel Pentium Gold G5400 3.7 GHz Dual-Core, 4GB RAM, 500GB HDD (856J8)",8032,4,500 GB Mechanical Hard Drive,Integrated Graphics,Dell,11.57 lbs,Intel,,Serial ATA,"28,775",16-Jun-18,"Be the first to review this item  
0.0",462,
3445,"Dell OptiPlex 5260 1920 x 1080 All-in-One Desktop Computer with Intel Core i5-8500 3 GHz Hexa-Core, 8GB RAM, 128GB SSD, 21.5"" (GTVV0)",8032,8,Flash Memory Solid State,Integrated Graphics,Dell,11.75 lbs,Intel,,,"9,776",29-Jun-18,"Be the first to review this item  
0.0",973.4,
3446,"iBUYPOWER Pro Gaming PC Desktop Intel Core i7-8086K 4.00GHz (Limited Edition), Geforce GTX 1070 8GB, 16GB DDR4 RAM, 1TB HDD, 240GB SSD, Liquid Cooled, Z370 Motherboard, Win 10, VR Ready, Element 036i",None,64,1000 GB Mechanical Hard Drive,GeForce GTX 1070 8GB,iBUYPOWER,30 lbs,Intel,,Serial ATA,"74,380",6-Jun-18,"Be the first to review this item  
0.0","1,899.99",
3447,Adamant Custom 32X-Core Liquid Cooled Workstation Desktop Computer AMD Threadripper 2990WX 3.0GHz (4.2Ghz Turbo) 64Gb DDR4 5TB HDD 500Gb NVMe SSD 850W PSU Wi-Fi Dual Band,AMD R Series,64,5 TB flash_memory_solid_state,Nvidia Geforce,ADAMANT CUSTOM,—,AMD,SDRAM,Serial ATA-600,"108,237",20-Aug-18,"Be the first to review this item  
0.0","4,079.99",
3448,"OptiPlex 7060 SFF High Performance Desktop Computer with Intel Core i7-8700 3.2GHz 6-core CPU, 32GB RAM, 500GB SSD, Keyboard, Mouse, Windows 10 Professional",Intel Mobile CPU,32,500 GB flash_memory_solid_state,—,AVENTIS,—,Intel,DIMM,Solid State,"90,226",7-Nov-18,"Be the first to review this item  
0.0","1,399.00",
3449,"Dell T2410 OptiPlex 3050 Mini Tower Desktop Computer, Intel Core i5-7500, 8GB DDR4, 500GB Hard Drive, Windows 10 Pro",—,16,2048 GB 7200 RPM SATA III,NVIDIA GeForce RTX 2060,CyberpowerPC,32 lbs,Intel,GDDR5,Serial ATA-600,"31,220",19-Aug-18,5,"1,870.83",
3450,"iBUYPOWER Gaming PC Desktop AM042i Intel i7-8700k 6-Core 3.7 GHz, NVIDIA Geforce RTX 2080 8GB, 16GB RAM, 1TB HDD, 240GB SSD, 802.11AC WiFi, Win 10, RGB Case, VR Ready",None,16,1000 GB Mechanical Hard Drive,NVIDIA GeForce RTX 2080,iBUYPOWER,30 lbs,Intel,,Serial ATA,"56,747",19-Aug-18,5,"3,086.99",
3451,Acer Aspire ATC-115-UR13 Desktop (Black),AMD A6,4,1 TB SATA3,Integrated AMD Radeon R4,Acer,—,AMD,,,"30,113",12-Apr-15,3.6,365.19,
3452,Adamant Custom Liquid Cooled Media Workstation Gaming Desktop Computer Intel Core i9 9900K 3.6Ghz Asus Z390 Aorus Pro 32Gb DDR4 RAM 5TB HDD 512Gb NVMe PRO SSD Nvidia Geforce RTX 2080 8Gb,Core i9,32,5 TB,NVIDIA GeForce RTX 2080,ADAMANT CUSTOM,—,Intel,SDRAM,Serial ATA-600,,17-Jan-19,"Be the first to review this item  
0.0","2,999.99",
3453,Custom Gaming Tower Intel Quad Core i5 3.1GHz Windows 10 Pro / 12GB RAM/New 2TB HDD/WiFi/Desktop Computer PC + 1GB HDMI NVIDIA,Core i5-2300,12,2 TB mechanical_hard_drive,—,Quality Refurbished Computers,—,Intel,DDR3 SDRAM,ATA,"69,065",30-Aug-17,"Be the first to review this item  
0.0",504.95,
3454,"HP Z440 Premium School and Business Tower Workstation Desktop PC (Intel Xeon E5-1603V4 Quad-Core, 32GB RAM, 1TB HDD, DVD, Gigabit Ethernet, Win 7 Pro)",2.8 GHz Intel Xeon,32,1 TB HDD,,HP,24.2 pounds,Intel,DIMM,Serial ATA,,10-Oct-18,"Be the first to review this item  
0.0","1,429.00",
3455,Custom 1GB HDMI NVIDIA Gaming Tower Intel Quad Core i7 3.4GHz Windows 7 Pro / 32GB RAM/New 120GB Solid State Drive SSD/WiFi/Desktop Computer PC,Core i7-2600,32,120 GB flash_memory_solid_state,—,Quality Refurbished Computers,—,Intel,DDR3 SDRAM,ATA,"81,986",30-Aug-17,5,699.95,
3456,Dell Inspiron i3268-3427BLK-PUS Tower Desktop Black,Intel Core i3-7100,4,1TB (64MB Cache) 7200 RPM SATA,Intel HD Graphic,Dell,9.7 lbs,Intel,,Serial ATA,"17,015",2-Mar-17,2.8,449.99,
3457,"Dell XPS 8930 Special Edition Tower Desktop - 9th Gen Intel 8-Core i7-9700K Processor up to 4.9 GHz, 16GB Memory, 1TB SSD + 1TB Hard Drive, Intel UHD 630 Graphics, DVD Burner, Windows 10 Pro, Silver",Intel Core i7,16,2000 GB SSD + HDD 7200 rpm,Intel UHD Graphics,Dell,22 lbs,Intel,DDR SDRAM,Serial ATA,"114,625",4-Mar-19,"Be the first to review this item  
0.0","1,659.99",
3458,Lenovo Legion T530 Gaming Desktop Computer,Core i7 8700,8,1152 GB Hybrid Drive,NVIDIA GeForce GTX 1050Ti,Lenovo,24.2 lbs,Intel,,Serial ATA,"100,473",16-Oct-18,"Be the first to review this item  
0.0","1,065.29",
3459,"Dell Inspiron i3670 Desktop - 8th Gen Intel Core i7-8700 6-Core up to 4.60 GHz, 16GB DDR4 Memory, 2TB SATA Hard Drive, 2GB Nvidia GeForce GT 1030, DVD Burner, Windows 10 Pro",Intel Core i7,16,2000 GB HDD 7200 rpm,NVIDIA GeForce GT 1030,Dell,—,Intel,DDR SDRAM,Serial ATA,"10,156",20-Jun-18,4.3,"1,006.11",
3460,"Dell OptiPlex 3060 SFF Desktop Computer with Intel Core i5-8500 3 GHz Hexa-Core, 8GB RAM, 1TB HDD (N3D07)",8032,8,1000 GB Mechanical Hard Drive,Integrated Graphics,Dell,11.57 lbs,Intel,,Serial ATA,"4,546",26-Jun-18,"Be the first to review this item  
0.0",689.98,
3461,"ReCircuit Optiplex 790 Desktop Computer - Intel Core i5 3.4GHz, 8GB DDR3, New 1TB Hard Drive, Windows 10 Pro 64-Bit, WiFi, DVDRW (Prepared by ReCircuit)",Intel Core i5,8,1 TB 7200,integrated,ReCircuit,15 lbs,Intel,DDR3 SDRAM,Serial ATA,"87,462",3-Jul-18,"Be the first to review this item  
0.0",397.99,
3462,"Dell XPS 8930 Tower Desktop - 8th Gen. Intel Core i7-8700 6-Core up to 4.60 GHz, 16GB DDR4 Memory, 256GB SSD + 1TB SATA Hard Drive, 4GB Nvidia GeForce GTX 1050Ti, DVD Burner, Windows 10, Black",Core i7 8700,16,1256 GB SSD + HDD 7200 rpm,NVIDIA GeForce GTX,Dell,22 lbs,Intel,DDR SDRAM,Solid State,"28,426",16-Nov-17,3.9,"1,194.71",
3463,"ReCircuit Optiplex 7010 Desktop Computer - Intel Core i7 3.8GHz, 16GB DDR3, New 500GB SSD, Windows 10 Pro 64-Bit, WiFi, USB 3.0, DVDRW, 2X Display Port (Prepared by ReCircuit)",Intel Core i7,16,500 GB SSD,integrated,ReCircuit,15 lbs,Intel,DDR3 SDRAM,Solid State,"82,820",3-Jul-18,"Be the first to review this item  
0.0",745.99,
3464,"iBUYPOWER Gaming PC Desktop AM043i Intel i7-8700k 6-Core 3.7 GHz, NVIDIA Geforce RTX 2080 8GB, 16GB RAM, 2TB HDD, 480GB SSD, Liquid Cooling, 802.11AC WiFi, Win 10, RGB Case, VR Ready",None,16,2000 GB Mechanical Hard Drive,NVIDIA GeForce RTX 2080,iBUYPOWER,30 lbs,Intel,,Serial ATA,"37,495",19-Aug-18,4.5,"3,237.99",
3465,"Dell OptiPlex 5260 1920 x 1080 All-in-One Desktop Computer with Intel Core i5-8500 3 GHz Hexa-Core, 8GB RAM, 500GB HDD, 21.5"" (5TH38)",8032,8,500 GB Mechanical Hard Drive,Integrated Graphics,Dell,11.75 lbs,Intel,,Serial ATA,"19,107",15-Jul-18,"Be the first to review this item  
0.0",869,
3466,"CYBERPOWERPC BattleBox Essential GXi10900CPG Gaming PC (Intel i5-8600K 3.6GHz CPU, 8GB DDR4, NVIDIA GTX 1060 3GB, 120GB SSD, 2TB HDD, WiFi & Win10 Home) White",Intel Core i5,8,2048 GB 7200 RPM SATA III,NVIDIA GeForce GTX 1060,CyberpowerPC,32 lbs,"CYBERPOWERPC BattleBox Essential GXi10900CPG Gaming PC (Intel i5-8600K 3.6GHz CPU, 8GB DDR4, NVIDIA GTX 1060 3GB, 120GB SSD, 2TB HDD, WiFi & Win10 Home) White",GDDR5,Serial ATA-600,"22,775",5-Oct-17,4.6,"4,999.88",
3467,"HP OMEN 880 Gaming Desktop Computer - 8th Gen Intel Core i7-8700K Processor up to 4.70 GHz, 64GB DDR4 RAM, 512GB SSD + 2TB HDD, NVIDIA GeForce GTX 1080Ti 11GB GDDR5X, Windows 10, Black",Intel Core i7,64,2512 GB mechanical_hard_drive,NVIDIA GeForce GTX 1080 Ti,HP,38.8 lbs,Intel,DIMM,Solid State,"152,262",3-Oct-18,"Be the first to review this item  
0.0","3,139.00",
3468,"Dell OptiPlex 3060 SFF Desktop Computer with Intel Core i5-8500 3 GHz Hexa-Core, 8GB RAM, 500GB HDD (62H0G)",Intel Core i5,8,500 GB Mechanical Hard Drive,Intel UHD Graphics 630,Dell,11.57 lbs,Intel,,Serial ATA,"21,002",16-Jun-18,"Be the first to review this item  
0.0",624.99,
3469,CLX Set Gaming PC Intel Core i9 9900K 3.60GHz (8 Cores) 16GB DDR4 3TB HDD & 960GB SSD NVIDIA GeForce RTX 2080 8GB GDDR6 MS Windows 10 Home 64-Bit,Core i7-870,16,960 GB SSD,NVIDIA GeForce RTX 2080 8GB,CLX,46 lbs,Intel,DDR SDRAM,Serial ATA-600,"89,982",4-Feb-19,"Be the first to review this item  
0.0","2,299.99",
3470,"Dell OptiPlex 7460 1920 x 1080 All-in-One Computer with Intel Core i7-8700 3.2 GHz Hexa-Core, 8GB RAM, 500GB HDD, 23.8"" (5D4RY)",8032,8,500 GB Mechanical Hard Drive,Integrated Graphics,Dell,13.32 lbs,Intel,,Serial ATA,"29,855",30-Jun-18,"Be the first to review this item  
0.0","1,147.76",
3471,"Lenovo IdeaCentre 720 Desktop, AMD Radeon RX 560 (Intel Core i5-7400 8GB DDR4 1TB HDD Windows 10 Home) 90H0002VUS",Intel Core i5,8,1000 GB Mechanical Hard Drive,AMD Radeon,Lenovo,19.84 lbs,Intel,,Serial ATA,"34,368",8-Aug-17,"Be the first to review this item  
0.0",632.73,
3472,HP Pavilion 590-P0000 590-p0020 Desktop Computer AMD Ryzen 3 2200G 3.5GHz 4GB DDR4 SDRAM 1TB HDD Windows 10 Home Model 3LA13AA#ABA,AMD R Series,4,1 TB mechanical_hard_drive,—,HP,—,AMD,SODIMM,Solid State,,24-Jul-18,"Be the first to review this item  
0.0",662.99,
3473,Adamant Custom 18X-Core Liquid Cooled Workstation Gaming Desktop PC Intel Core i9 9980XE 3.0Ghz 64Gb DDR4 10TB HDD 1TB NVMe SSD 1000W PSU Nvidia GeForce RTX 2080 Ti 11Gb,Core i9,64,11 TB,NVIDIA GeForce RTX 2080 Ti,ADAMANT CUSTOM,—,Intel,SDRAM,Serial ATA-600,,8-Mar-19,"Be the first to review this item  
0.0","6,249.99",
3474,"Dell XPS 8930 Tower Desktop - 8th Gen. Intel Core i7-8700 6-Core up to 4.60 GHz, 64GB DDR4 Memory, 512GB SSD + 2TB SATA Hard Drive, 4GB Nvidia GeForce GTX 1050Ti, DVD Burner, Windows 10, Black",Core i7 8700,64,2512 GB SSD + HDD 7200 rpm,NVIDIA GeForce GTX,Dell,22 lbs,Intel,DDR SDRAM,Solid State,"71,904",16-Nov-17,"Be the first to review this item  
0.0","1,997.00",
3475,Elite Desktop PC Intel Quad CORE i7 3.4GHz (Up to 3.8GHz) / Windows 7 PRO/Upgraded to 32GB DDR3 RAM/New 2TB HDD + MS Office + DVD+RW,Core i7-2600,32,2 TB mechanical_hard_drive,—,Quality Refurbished Computers,—,Intel,DDR3 SDRAM,ATA,"150,480",15-Nov-18,"Be the first to review this item  
0.0",739.95,
3476,"Dell Inspiron 7775 27"" 7000 Series 4K Ultra HD All-in-One Desktop - AMD Ryzen 7 1700x 8-Core Processor up to 3.8 GHz, 32GB DDR4 Memory, 2TB Solid State Drive, 8GB AMD Radeon RX 580, Windows 10 Pro",AMD R Series,32,2 TB SSD,AMD Radeon RX 580,Dell,22.3 lbs,Intel,DDR SDRAM,Solid State,,22-Mar-18,"Be the first to review this item  
0.0","2,499.00",
3477,"HP Pavilion Gaming Desktop AMD Ryzen 5, 8GB/16GB/32GB DDR4 Memory, 1TB/2TB SATA HDD,128GB/256GB/512GB Solid State Drive,AMD Radeon RX 580, Bluetooth,DVD R-W,Wi-Fi,Windows 10 Home,Virtual Reality Ready",AMD E Series,16,1 TB HDD,AMD Radeon RX 580,HP,11.4 lbs,AMD,DDR4 SDRAM,Serial ATA,"61,235",3-Feb-19,"Be the first to review this item  
0.0",649.88,
3478,"Dell OptiPlex 7060 SFF Desktop Computer Intel Core i7-8700 3.2GHz 6-core CPU, 16GB DDR4 Memory, 1TB NVMe SSD, Windows 10 Pro",Intel Core i7-4700MQ,16,1 TB 1TB NVMe M.2 Class 40 SSD,—,Dell,—,Intel,SDRAM,PCIE x 4,"36,528",5-Nov-18,5,"1,399.00",
3479,"CyberPowerPC GXI Gamer Xtreme Desktop Computer - 8th Gen Intel Core i7-8700 up to 4.60 GHz Processor, 16GB DDR4 Memory, 4TB Solid State Drive, NVIDIA GeForce GTX 1070 8GB GDDR5, Windows 10 Home",3.2 GHz Intel Core i7,16,4000 GB SSD,NVIDIA GeForce GTX 1070,CyberpowerPC,32 pounds,Intel,SODIMM,Solid State,,11-Apr-19,"Be the first to review this item  
0.0","2,759.99",
3480,"Alienware Area 51 a51R2-1766SLV VR Capable Desktop (Intel Core i7, 16 GB RAM, 2 TB HDD + 128 GB SSD) NVIDIA GeForce GTX 970","Intel Core i7-5820K (6-cores, 15MB Cache, Overclocked 3.8 GHz w/ Turbo Boost)",16,128GB SSD 6Gb/s Main + 2TB 7200RPM SATA 6Gb/s Storage,NVIDIA GeForce GTX 970 with 4GB GDDR5,Alienware,61.73 lbs,Intel,GDDR5,,"43,191",22-Sep-15,3.8,"1,999.77",
3481,"2018 Newest Flagship Dell Inspiron 5675 Premium Gaming VR Ready Desktop Computer (AMD Quad-Core Ryzen 5 1400 up to 3.4 GHz, 32GB DDR4 RAM, 256GB SSD + 1TB HDD, AMD Radeon RX 570 4GB, DVD, Windows 10)",AMD R Series,32,256 GB SSD,AMD Radeon RX 570,Dell,30.3 lbs,Intel,DDR4 SDRAM,Serial ATA,"40,578",30-Dec-17,4.6,"1,296.00",
